state_name,date,lat,lon,state_abbrev,month_y,chip_x,chip_change
Mississippi,2018-09-01,38.4623,-92.302,MS,2017-06,76300.0,-4.61%
Mississippi,2018-10-01,38.4623,-92.302,MS,2017-06,75967.0,-5.03%
Mississippi,2018-11-01,38.4623,-92.302,MS,2017-06,75127.0,-6.08%
Mississippi,2018-12-01,38.4623,-92.302,MS,2017-06,75088.0,-6.12%
Mississippi,2019-01-01,38.4623,-92.302,MS,2017-06,76133.0,-4.82%
Mississippi,2019-02-01,38.4623,-92.302,MS,2017-06,75800.0,-5.23%
Mississippi,2019-03-01,38.4623,-92.302,MS,2017-06,75932.0,-5.07%
Mississippi,2019-04-01,38.4623,-92.302,MS,2017-06,76656.0,-4.16%
Mississippi,2019-05-01,38.4623,-92.302,MS,2017-06,76290.0,-4.62%
Montana,2017-06-01,14.8058,145.5505,MT,2017-06,29035.0,0.00%
Montana,2017-07-01,14.8058,145.5505,MT,2017-06,23660.0,-18.51%
Montana,2017-08-01,14.8058,145.5505,MT,2017-06,27836.0,-4.13%
Montana,2017-09-01,14.8058,145.5505,MT,2017-06,27336.0,-5.85%
Montana,2017-10-01,14.8058,145.5505,MT,2017-06,26780.0,-7.77%
Montana,2017-11-01,14.8058,145.5505,MT,2017-06,26447.0,-8.91%
Montana,2017-12-01,14.8058,145.5505,MT,2017-06,26686.0,-8.09%
Montana,2018-01-01,14.8058,145.5505,MT,2017-06,26639.0,-8.25%
Montana,2018-02-01,14.8058,145.5505,MT,2017-06,26777.0,-7.78%
Montana,2018-03-01,14.8058,145.5505,MT,2017-06,26266.0,-9.54%
Montana,2018-04-01,14.8058,145.5505,MT,2017-06,25821.0,-11.07%
Montana,2018-05-01,14.8058,145.5505,MT,2017-06,25662.0,-11.62%
Montana,2018-06-01,14.8058,145.5505,MT,2017-06,25288.0,-12.91%
Montana,2018-07-01,14.8058,145.5505,MT,2017-06,25123.0,-13.47%
Montana,2018-08-01,14.8058,145.5505,MT,2017-06,25398.0,-12.53%
Montana,2018-09-01,14.8058,145.5505,MT,2017-06,27415.0,-5.58%
Montana,2018-10-01,14.8058,145.5505,MT,2017-06,27828.0,-4.16%
Montana,2018-11-01,14.8058,145.5505,MT,2017-06,28025.0,-3.48%
Montana,2018-12-01,14.8058,145.5505,MT,2017-06,28325.0,-2.45%
Montana,2019-01-01,14.8058,145.5505,MT,2017-06,28900.0,-0.46%
Montana,2019-02-01,14.8058,145.5505,MT,2017-06,29433.0,1.37%
Montana,2019-03-01,14.8058,145.5505,MT,2017-06,29515.0,1.65%
Montana,2019-04-01,14.8058,145.5505,MT,2017-06,29617.0,2.00%
Montana,2019-05-01,14.8058,145.5505,MT,2017-06,29375.0,1.17%
North Carolina,2017-06-01,32.7673,-89.6812,NC,2017-06,223162.0,0.00%
North Carolina,2017-07-01,32.7673,-89.6812,NC,2017-06,231508.0,3.74%
North Carolina,2017-08-01,32.7673,-89.6812,NC,2017-06,226362.0,1.43%
North Carolina,2017-09-01,32.7673,-89.6812,NC,2017-06,236462.0,5.96%
North Carolina,2017-10-01,32.7673,-89.6812,NC,2017-06,236311.0,5.89%
North Carolina,2017-11-01,32.7673,-89.6812,NC,2017-06,239645.0,7.39%
North Carolina,2017-12-01,32.7673,-89.6812,NC,2017-06,234481.0,5.07%
North Carolina,2018-01-01,32.7673,-89.6812,NC,2017-06,236436.0,5.95%
North Carolina,2018-02-01,32.7673,-89.6812,NC,2017-06,244518.0,9.57%
North Carolina,2018-03-01,32.7673,-89.6812,NC,2017-06,245099.0,9.83%
North Carolina,2018-04-01,32.7673,-89.6812,NC,2017-06,245833.0,10.16%
North Carolina,2018-05-01,32.7673,-89.6812,NC,2017-06,240518.0,7.78%
North Carolina,2018-06-01,32.7673,-89.6812,NC,2017-06,248994.0,11.58%
North Carolina,2018-07-01,32.7673,-89.6812,NC,2017-06,243854.0,9.27%
North Carolina,2018-08-01,32.7673,-89.6812,NC,2017-06,246074.0,10.27%
North Carolina,2018-09-01,32.7673,-89.6812,NC,2017-06,256550.0,14.96%
North Carolina,2018-10-01,32.7673,-89.6812,NC,2017-06,252126.0,12.98%
North Carolina,2018-11-01,32.7673,-89.6812,NC,2017-06,254701.0,14.13%
North Carolina,2018-12-01,32.7673,-89.6812,NC,2017-06,255519.0,14.50%
North Carolina,2019-01-01,32.7673,-89.6812,NC,2017-06,258327.0,15.76%
North Carolina,2019-02-01,32.7673,-89.6812,NC,2017-06,266724.0,19.52%
North Carolina,2019-03-01,32.7673,-89.6812,NC,2017-06,267147.0,19.71%
North Carolina,2019-04-01,32.7673,-89.6812,NC,2017-06,268804.0,20.45%
North Carolina,2019-05-01,32.7673,-89.6812,NC,2017-06,263578.0,18.11%
North Dakota,2017-06-01,46.9048,-110.3261,ND,2017-06,1991.0,0.00%
North Dakota,2017-07-01,46.9048,-110.3261,ND,2017-06,1960.0,-1.56%
North Dakota,2017-08-01,46.9048,-110.3261,ND,2017-06,1940.0,-2.56%
North Dakota,2017-09-01,46.9048,-110.3261,ND,2017-06,1951.0,-2.01%
North Dakota,2017-10-01,46.9048,-110.3261,ND,2017-06,1966.0,-1.26%
North Dakota,2017-11-01,46.9048,-110.3261,ND,2017-06,1984.0,-0.35%
North Dakota,2017-12-01,46.9048,-110.3261,ND,2017-06,2008.0,0.85%
North Dakota,2018-01-01,46.9048,-110.3261,ND,2017-06,2056.0,3.26%
North Dakota,2018-02-01,46.9048,-110.3261,ND,2017-06,2078.0,4.37%
North Dakota,2018-03-01,46.9048,-110.3261,ND,2017-06,2087.0,4.82%
North Dakota,2018-04-01,46.9048,-110.3261,ND,2017-06,2067.0,3.82%
North Dakota,2018-05-01,46.9048,-110.3261,ND,2017-06,2072.0,4.07%
North Dakota,2018-06-01,46.9048,-110.3261,ND,2017-06,2052.0,3.06%
North Dakota,2018-07-01,46.9048,-110.3261,ND,2017-06,2088.0,4.87%
North Dakota,2018-08-01,46.9048,-110.3261,ND,2017-06,2081.0,4.52%
North Dakota,2018-09-01,46.9048,-110.3261,ND,2017-06,2097.0,5.32%
North Dakota,2018-10-01,46.9048,-110.3261,ND,2017-06,2102.0,5.58%
North Dakota,2018-11-01,46.9048,-110.3261,ND,2017-06,2128.0,6.88%
North Dakota,2018-12-01,46.9048,-110.3261,ND,2017-06,2179.0,9.44%
North Dakota,2019-01-01,46.9048,-110.3261,ND,2017-06,2175.0,9.24%
North Dakota,2019-02-01,46.9048,-110.3261,ND,2017-06,2143.0,7.63%
North Dakota,2019-03-01,46.9048,-110.3261,ND,2017-06,2153.0,8.14%
North Dakota,2019-04-01,46.9048,-110.3261,ND,2017-06,2121.0,6.53%
North Dakota,2019-05-01,46.9048,-110.3261,ND,2017-06,2086.0,4.77%
Nebraska,2017-06-01,35.6411,-79.8431,NE,2017-06,32232.0,0.00%
Nebraska,2017-07-01,35.6411,-79.8431,NE,2017-06,32387.0,0.48%
Nebraska,2017-08-01,35.6411,-79.8431,NE,2017-06,32536.0,0.94%
Nebraska,2017-09-01,35.6411,-79.8431,NE,2017-06,31847.0,-1.19%
Nebraska,2017-10-01,35.6411,-79.8431,NE,2017-06,32177.0,-0.17%
Nebraska,2017-11-01,35.6411,-79.8431,NE,2017-06,32589.0,1.11%
Nebraska,2017-12-01,35.6411,-79.8431,NE,2017-06,33139.0,2.81%
Nebraska,2018-01-01,35.6411,-79.8431,NE,2017-06,33461.0,3.81%
Nebraska,2018-02-01,35.6411,-79.8431,NE,2017-06,33822.0,4.93%
Nebraska,2018-03-01,35.6411,-79.8431,NE,2017-06,33737.0,4.67%
Nebraska,2018-04-01,35.6411,-79.8431,NE,2017-06,33889.0,5.14%
Nebraska,2018-05-01,35.6411,-79.8431,NE,2017-06,33411.0,3.66%
Nebraska,2018-06-01,35.6411,-79.8431,NE,2017-06,33927.0,5.26%
Nebraska,2018-07-01,35.6411,-79.8431,NE,2017-06,33314.0,3.36%
Nebraska,2018-08-01,35.6411,-79.8431,NE,2017-06,34242.0,6.24%
Nebraska,2018-09-01,35.6411,-79.8431,NE,2017-06,34272.0,6.33%
Nebraska,2018-10-01,35.6411,-79.8431,NE,2017-06,34249.0,6.26%
Nebraska,2018-11-01,35.6411,-79.8431,NE,2017-06,34213.0,6.15%
Nebraska,2018-12-01,35.6411,-79.8431,NE,2017-06,34541.0,7.16%
Nebraska,2019-01-01,35.6411,-79.8431,NE,2017-06,34645.0,7.49%
Nebraska,2019-02-01,35.6411,-79.8431,NE,2017-06,34695.0,7.64%
Nebraska,2019-03-01,35.6411,-79.8431,NE,2017-06,34385.0,6.68%
Nebraska,2019-04-01,35.6411,-79.8431,NE,2017-06,34279.0,6.35%
Nebraska,2019-05-01,35.6411,-79.8431,NE,2017-06,33337.0,3.43%
New Hampshire,2017-06-01,47.5362,-99.793,NH,2017-06,13587.0,0.00%
New Hampshire,2017-07-01,47.5362,-99.793,NH,2017-06,13898.0,2.29%
New Hampshire,2017-08-01,47.5362,-99.793,NH,2017-06,13725.0,1.02%
New Hampshire,2017-09-01,47.5362,-99.793,NH,2017-06,14192.0,4.45%
New Hampshire,2017-10-01,47.5362,-99.793,NH,2017-06,14091.0,3.71%
New Hampshire,2017-11-01,47.5362,-99.793,NH,2017-06,14799.0,8.92%
New Hampshire,2017-12-01,47.5362,-99.793,NH,2017-06,14727.0,8.39%
New Hampshire,2018-01-01,47.5362,-99.793,NH,2017-06,14661.0,7.90%
New Hampshire,2018-02-01,47.5362,-99.793,NH,2017-06,14606.0,7.50%
New Hampshire,2018-03-01,47.5362,-99.793,NH,2017-06,14487.0,6.62%
New Hampshire,2018-04-01,47.5362,-99.793,NH,2017-06,14212.0,4.60%
New Hampshire,2018-05-01,47.5362,-99.793,NH,2017-06,14160.0,4.22%
New Hampshire,2018-06-01,47.5362,-99.793,NH,2017-06,14388.0,5.90%
New Hampshire,2018-07-01,47.5362,-99.793,NH,2017-06,14508.0,6.78%
New Hampshire,2018-08-01,47.5362,-99.793,NH,2017-06,14312.0,5.34%
New Hampshire,2018-09-01,47.5362,-99.793,NH,2017-06,14604.0,7.49%
New Hampshire,2018-10-01,47.5362,-99.793,NH,2017-06,14477.0,6.55%
New Hampshire,2018-11-01,47.5362,-99.793,NH,2017-06,15084.0,11.02%
New Hampshire,2018-12-01,47.5362,-99.793,NH,2017-06,15387.0,13.25%
New Hampshire,2019-01-01,47.5362,-99.793,NH,2017-06,15304.0,12.64%
New Hampshire,2019-02-01,47.5362,-99.793,NH,2017-06,14932.0,9.90%
New Hampshire,2019-03-01,47.5362,-99.793,NH,2017-06,14921.0,9.82%
New Hampshire,2019-04-01,47.5362,-99.793,NH,2017-06,14728.0,8.40%
New Hampshire,2019-05-01,47.5362,-99.793,NH,2017-06,14595.0,7.42%
New Jersey,2017-06-01,41.1289,-98.2883,NJ,2017-06,203186.0,0.00%
New Jersey,2017-07-01,41.1289,-98.2883,NJ,2017-06,202537.0,-0.32%
New Jersey,2017-08-01,41.1289,-98.2883,NJ,2017-06,201402.0,-0.88%
New Jersey,2017-09-01,41.1289,-98.2883,NJ,2017-06,202356.0,-0.41%
New Jersey,2017-10-01,41.1289,-98.2883,NJ,2017-06,201872.0,-0.65%
New Jersey,2017-11-01,41.1289,-98.2883,NJ,2017-06,203479.0,0.14%
New Jersey,2017-12-01,41.1289,-98.2883,NJ,2017-06,203439.0,0.12%
New Jersey,2018-01-01,41.1289,-98.2883,NJ,2017-06,204773.0,0.78%
New Jersey,2018-02-01,41.1289,-98.2883,NJ,2017-06,207908.0,2.32%
New Jersey,2018-03-01,41.1289,-98.2883,NJ,2017-06,207547.0,2.15%
New Jersey,2018-04-01,41.1289,-98.2883,NJ,2017-06,212182.0,4.43%
New Jersey,2018-05-01,41.1289,-98.2883,NJ,2017-06,212461.0,4.56%
New Jersey,2018-06-01,41.1289,-98.2883,NJ,2017-06,214211.0,5.43%
New Jersey,2018-07-01,41.1289,-98.2883,NJ,2017-06,213475.0,5.06%
New Jersey,2018-08-01,41.1289,-98.2883,NJ,2017-06,212261.0,4.47%
New Jersey,2018-09-01,41.1289,-98.2883,NJ,2017-06,211332.0,4.01%
New Jersey,2018-10-01,41.1289,-98.2883,NJ,2017-06,212381.0,4.53%
New Jersey,2018-11-01,41.1289,-98.2883,NJ,2017-06,210122.0,3.41%
New Jersey,2018-12-01,41.1289,-98.2883,NJ,2017-06,210823.0,3.76%
New Jersey,2019-01-01,41.1289,-98.2883,NJ,2017-06,210515.0,3.61%
New Jersey,2019-02-01,41.1289,-98.2883,NJ,2017-06,210864.0,3.78%
New Jersey,2019-03-01,41.1289,-98.2883,NJ,2017-06,212761.0,4.71%
New Jersey,2019-04-01,41.1289,-98.2883,NJ,2017-06,218373.0,7.47%
New Jersey,2019-05-01,41.1289,-98.2883,NJ,2017-06,218795.0,7.68%
New Mexico,2017-06-01,43.4108,-71.5653,NM,2017-06,12155.0,0.00%
New Mexico,2017-07-01,43.4108,-71.5653,NM,2017-06,11871.0,-2.34%
New Mexico,2017-08-01,43.4108,-71.5653,NM,2017-06,11347.0,-6.65%
New Mexico,2017-09-01,43.4108,-71.5653,NM,2017-06,10784.0,-11.28%
New Mexico,2017-10-01,43.4108,-71.5653,NM,2017-06,10668.0,-12.23%
New Mexico,2017-11-01,43.4108,-71.5653,NM,2017-06,10498.0,-13.63%
New Mexico,2017-12-01,43.4108,-71.5653,NM,2017-06,10448.0,-14.04%
New Mexico,2018-01-01,43.4108,-71.5653,NM,2017-06,38834.0,219.49%
New Mexico,2018-02-01,43.4108,-71.5653,NM,2017-06,38773.0,218.99%
New Mexico,2018-03-01,43.4108,-71.5653,NM,2017-06,38779.0,219.04%
New Mexico,2018-04-01,43.4108,-71.5653,NM,2017-06,37707.0,210.22%
New Mexico,2018-05-01,43.4108,-71.5653,NM,2017-06,37101.0,205.23%
New Mexico,2018-06-01,43.4108,-71.5653,NM,2017-06,36768.0,202.49%
New Mexico,2018-07-01,43.4108,-71.5653,NM,2017-06,36149.0,197.40%
New Mexico,2018-08-01,43.4108,-71.5653,NM,2017-06,36151.0,197.42%
New Mexico,2018-09-01,43.4108,-71.5653,NM,2017-06,35894.0,195.30%
New Mexico,2018-10-01,43.4108,-71.5653,NM,2017-06,36381.0,199.31%
New Mexico,2018-11-01,43.4108,-71.5653,NM,2017-06,36796.0,202.72%
New Mexico,2018-12-01,43.4108,-71.5653,NM,2017-06,37104.0,205.26%
New Mexico,2019-01-01,43.4108,-71.5653,NM,2017-06,37215.0,206.17%
New Mexico,2019-02-01,43.4108,-71.5653,NM,2017-06,37557.0,208.98%
New Mexico,2019-03-01,43.4108,-71.5653,NM,2017-06,37853.0,211.42%
New Mexico,2019-04-01,43.4108,-71.5653,NM,2017-06,36938.0,203.89%
New Mexico,2019-05-01,43.4108,-71.5653,NM,2017-06,36947.0,203.97%
Nevada,2017-06-01,40.314,-74.5089,NV,2017-06,38261.0,0.00%
Nevada,2017-07-01,40.314,-74.5089,NV,2017-06,39354.0,2.86%
Nevada,2017-08-01,40.314,-74.5089,NV,2017-06,39580.0,3.45%
Nevada,2017-09-01,40.314,-74.5089,NV,2017-06,39985.0,4.51%
Nevada,2017-10-01,40.314,-74.5089,NV,2017-06,40588.0,6.08%
Nevada,2017-11-01,40.314,-74.5089,NV,2017-06,40530.0,5.93%
Nevada,2017-12-01,40.314,-74.5089,NV,2017-06,40205.0,5.08%
Nevada,2018-01-01,40.314,-74.5089,NV,2017-06,40785.0,6.60%
Nevada,2018-02-01,40.314,-74.5089,NV,2017-06,41157.0,7.57%
Nevada,2018-03-01,40.314,-74.5089,NV,2017-06,41186.0,7.64%
Nevada,2018-04-01,40.314,-74.5089,NV,2017-06,40974.0,7.09%
Nevada,2018-05-01,40.314,-74.5089,NV,2017-06,40912.0,6.93%
Nevada,2018-06-01,40.314,-74.5089,NV,2017-06,40434.0,5.68%
Nevada,2018-07-01,40.314,-74.5089,NV,2017-06,41000.0,7.16%
Nevada,2018-08-01,40.314,-74.5089,NV,2017-06,41555.0,8.61%
Nevada,2018-09-01,40.314,-74.5089,NV,2017-06,41266.0,7.85%
Nevada,2018-10-01,40.314,-74.5089,NV,2017-06,41390.0,8.18%
Nevada,2018-11-01,40.314,-74.5089,NV,2017-06,41532.0,8.55%
Nevada,2018-12-01,40.314,-74.5089,NV,2017-06,41683.0,8.94%
Nevada,2019-01-01,40.314,-74.5089,NV,2017-06,41904.0,9.52%
Nevada,2019-02-01,40.314,-74.5089,NV,2017-06,42170.0,10.22%
Nevada,2019-03-01,40.314,-74.5089,NV,2017-06,42299.0,10.55%
Nevada,2019-04-01,40.314,-74.5089,NV,2017-06,40609.0,6.14%
Nevada,2019-05-01,40.314,-74.5089,NV,2017-06,41943.0,9.62%
New York,2017-06-01,34.8375,-106.2371,NY,2017-06,570441.0,0.00%
New York,2017-07-01,34.8375,-106.2371,NY,2017-06,575469.0,0.88%
New York,2017-08-01,34.8375,-106.2371,NY,2017-06,577653.0,1.26%
New York,2017-09-01,34.8375,-106.2371,NY,2017-06,585249.0,2.60%
New York,2017-10-01,34.8375,-106.2371,NY,2017-06,589113.0,3.27%
New York,2017-11-01,34.8375,-106.2371,NY,2017-06,597439.0,4.73%
New York,2017-12-01,34.8375,-106.2371,NY,2017-06,601490.0,5.44%
New York,2018-01-01,34.8375,-106.2371,NY,2017-06,600981.0,5.35%
New York,2018-02-01,34.8375,-106.2371,NY,2017-06,603583.0,5.81%
New York,2018-03-01,34.8375,-106.2371,NY,2017-06,614770.0,7.77%
New York,2018-04-01,34.8375,-106.2371,NY,2017-06,611872.0,7.26%
New York,2018-05-01,34.8375,-106.2371,NY,2017-06,615882.0,7.97%
New York,2018-06-01,34.8375,-106.2371,NY,2017-06,619624.0,8.62%
New York,2018-07-01,34.8375,-106.2371,NY,2017-06,625246.0,9.61%
New York,2018-08-01,34.8375,-106.2371,NY,2017-06,625851.0,9.71%
New York,2018-09-01,34.8375,-106.2371,NY,2017-06,629160.0,10.29%
New York,2018-10-01,34.8375,-106.2371,NY,2017-06,633714.0,11.09%
New York,2018-11-01,34.8375,-106.2371,NY,2017-06,637727.0,11.80%
New York,2018-12-01,34.8375,-106.2371,NY,2017-06,640357.0,12.26%
New York,2019-01-01,34.8375,-106.2371,NY,2017-06,646132.0,13.27%
New York,2019-02-01,34.8375,-106.2371,NY,2017-06,650192.0,13.98%
New York,2019-03-01,34.8375,-106.2371,NY,2017-06,656707.0,15.12%
New York,2019-04-01,34.8375,-106.2371,NY,2017-06,658826.0,15.49%
New York,2019-05-01,34.8375,-106.2371,NY,2017-06,661040.0,15.88%
Ohio,2017-06-01,38.4199,-117.1219,OH,2017-06,215896.0,0.00%
Ohio,2017-07-01,38.4199,-117.1219,OH,2017-06,215933.0,0.02%
Ohio,2017-08-01,38.4199,-117.1219,OH,2017-06,215678.0,-0.10%
Ohio,2017-09-01,38.4199,-117.1219,OH,2017-06,217085.0,0.55%
Ohio,2017-10-01,38.4199,-117.1219,OH,2017-06,218023.0,0.99%
Ohio,2017-11-01,38.4199,-117.1219,OH,2017-06,217576.0,0.78%
Ohio,2017-12-01,38.4199,-117.1219,OH,2017-06,216650.0,0.35%
Ohio,2018-01-01,38.4199,-117.1219,OH,2017-06,214744.0,-0.53%
Ohio,2018-02-01,38.4199,-117.1219,OH,2017-06,216117.0,0.10%
Ohio,2018-03-01,38.4199,-117.1219,OH,2017-06,216240.0,0.16%
Ohio,2018-04-01,38.4199,-117.1219,OH,2017-06,216216.0,0.15%
Ohio,2018-05-01,38.4199,-117.1219,OH,2017-06,218044.0,0.99%
Ohio,2018-06-01,38.4199,-117.1219,OH,2017-06,219076.0,1.47%
Ohio,2018-07-01,38.4199,-117.1219,OH,2017-06,219707.0,1.77%
Ohio,2018-08-01,38.4199,-117.1219,OH,2017-06,219853.0,1.83%
Ohio,2018-09-01,38.4199,-117.1219,OH,2017-06,220032.0,1.92%
Ohio,2018-10-01,38.4199,-117.1219,OH,2017-06,216867.0,0.45%
Ohio,2018-11-01,38.4199,-117.1219,OH,2017-06,213114.0,-1.29%
Ohio,2018-12-01,38.4199,-117.1219,OH,2017-06,210446.0,-2.52%
Ohio,2019-01-01,38.4199,-117.1219,OH,2017-06,206210.0,-4.49%
Ohio,2019-02-01,38.4199,-117.1219,OH,2017-06,205677.0,-4.73%
Ohio,2019-03-01,38.4199,-117.1219,OH,2017-06,204555.0,-5.25%
Ohio,2019-04-01,38.4199,-117.1219,OH,2017-06,202796.0,-6.07%
Ohio,2019-05-01,38.4199,-117.1219,OH,2017-06,201348.0,-6.74%
Oklahoma,2017-06-01,42.1497,-74.9384,OK,2017-06,115550.0,0.00%
Oklahoma,2017-07-01,42.1497,-74.9384,OK,2017-06,118382.0,2.45%
Oklahoma,2017-08-01,42.1497,-74.9384,OK,2017-06,115208.0,-0.30%
Oklahoma,2017-09-01,42.1497,-74.9384,OK,2017-06,113333.0,-1.92%
Oklahoma,2017-10-01,42.1497,-74.9384,OK,2017-06,117693.0,1.85%
Oklahoma,2017-11-01,42.1497,-74.9384,OK,2017-06,116533.0,0.85%
Oklahoma,2017-12-01,42.1497,-74.9384,OK,2017-06,112824.0,-2.36%
Oklahoma,2018-01-01,42.1497,-74.9384,OK,2017-06,120519.0,4.30%
Oklahoma,2018-02-01,42.1497,-74.9384,OK,2017-06,120176.0,4.00%
Oklahoma,2018-03-01,42.1497,-74.9384,OK,2017-06,117817.0,1.96%
Oklahoma,2018-04-01,42.1497,-74.9384,OK,2017-06,119904.0,3.77%
Oklahoma,2018-05-01,42.1497,-74.9384,OK,2017-06,118201.0,2.29%
Oklahoma,2018-06-01,42.1497,-74.9384,OK,2017-06,116109.0,0.48%
Oklahoma,2018-07-01,42.1497,-74.9384,OK,2017-06,121297.0,4.97%
Oklahoma,2018-08-01,42.1497,-74.9384,OK,2017-06,119626.0,3.53%
Oklahoma,2018-09-01,42.1497,-74.9384,OK,2017-06,117332.0,1.54%
Oklahoma,2018-10-01,42.1497,-74.9384,OK,2017-06,121857.0,5.46%
Oklahoma,2018-11-01,42.1497,-74.9384,OK,2017-06,121644.0,5.27%
Oklahoma,2018-12-01,42.1497,-74.9384,OK,2017-06,117858.0,2.00%
Oklahoma,2019-01-01,42.1497,-74.9384,OK,2017-06,120419.0,4.21%
Oklahoma,2019-02-01,42.1497,-74.9384,OK,2017-06,124533.0,7.77%
Oklahoma,2019-03-01,42.1497,-74.9384,OK,2017-06,119550.0,3.46%
Oklahoma,2019-04-01,42.1497,-74.9384,OK,2017-06,121150.0,4.85%
Oklahoma,2019-05-01,42.1497,-74.9384,OK,2017-06,120601.0,4.37%
Oregon,2017-06-01,40.3736,-82.7755,OR,2017-06,114426.0,0.00%
Oregon,2017-07-01,40.3736,-82.7755,OR,2017-06,116726.0,2.01%
Oregon,2017-08-01,40.3736,-82.7755,OR,2017-06,118118.0,3.23%
Oregon,2017-09-01,40.3736,-82.7755,OR,2017-06,119241.0,4.21%
Oregon,2017-10-01,40.3736,-82.7755,OR,2017-06,122323.0,6.90%
Oregon,2017-11-01,40.3736,-82.7755,OR,2017-06,123914.0,8.29%
Oregon,2017-12-01,40.3736,-82.7755,OR,2017-06,125166.0,9.39%
Oregon,2018-01-01,40.3736,-82.7755,OR,2017-06,124508.0,8.81%
Oregon,2018-02-01,40.3736,-82.7755,OR,2017-06,125920.0,10.04%
Oregon,2018-03-01,40.3736,-82.7755,OR,2017-06,125730.0,9.88%
Oregon,2018-04-01,40.3736,-82.7755,OR,2017-06,125805.0,9.94%
Oregon,2018-05-01,40.3736,-82.7755,OR,2017-06,124669.0,8.95%
Oregon,2018-06-01,40.3736,-82.7755,OR,2017-06,124271.0,8.60%
Oregon,2018-07-01,40.3736,-82.7755,OR,2017-06,126029.0,10.14%
Oregon,2018-08-01,40.3736,-82.7755,OR,2017-06,125787.0,9.93%
Oregon,2018-09-01,40.3736,-82.7755,OR,2017-06,123868.0,8.25%
Oregon,2018-10-01,40.3736,-82.7755,OR,2017-06,126789.0,10.80%
Oregon,2018-11-01,40.3736,-82.7755,OR,2017-06,126588.0,10.63%
Oregon,2018-12-01,40.3736,-82.7755,OR,2017-06,124195.0,8.54%
Oregon,2019-01-01,40.3736,-82.7755,OR,2017-06,127612.0,11.52%
Oregon,2019-02-01,40.3736,-82.7755,OR,2017-06,126014.0,10.13%
Oregon,2019-03-01,40.3736,-82.7755,OR,2017-06,128609.0,12.39%
Oregon,2019-04-01,40.3736,-82.7755,OR,2017-06,127999.0,11.86%
Oregon,2019-05-01,40.3736,-82.7755,OR,2017-06,128168.0,12.01%
Pennsylvania,2017-06-01,35.5376,-96.9247,PA,2017-06,176571.0,0.00%
Pennsylvania,2017-07-01,35.5376,-96.9247,PA,2017-06,176241.0,-0.19%
Pennsylvania,2017-08-01,35.5376,-96.9247,PA,2017-06,176677.0,0.06%
Pennsylvania,2017-09-01,35.5376,-96.9247,PA,2017-06,176918.0,0.20%
Pennsylvania,2017-10-01,35.5376,-96.9247,PA,2017-06,178707.0,1.21%
Pennsylvania,2017-11-01,35.5376,-96.9247,PA,2017-06,180162.0,2.03%
Pennsylvania,2017-12-01,35.5376,-96.9247,PA,2017-06,180999.0,2.51%
